System performance,7
System-level design,12
Programming,5
Performance evaluation,3
Computerized monitoring,1
Emulation,2
Portable computers,1
Parallel processing,5
Uniform resource locators,1
Random access memory,2
Multimedia systems,6
Concrete,0
Educational institutions,0
Hardware design languages,11
Profitability,0
Space exploration,26
Aerospace electronics,5
Dynamic scheduling,10
Pipelines,3
Genetic mutations,2
Electronic equipment testing,0
Integer linear programming,3
Polynomials,1
Circuits,6
Automatic control,8
Field programmable gate arrays,45
Dynamic programming,1
Sufficient conditions,0
Area measurement,0
Transient analysis,0
Scheduling,4
Hardware,229
Read only memory,2
Information systems,1
Automata,4
Prototypes,11
Assembly systems,2
Elliptic curve cryptography,0
Circuit testing,3
World Wide Web,0
Stochastic processes,8
Reliability engineering,1
Information processing,3
Computer aided manufacturing,0
Throughput,1
Solid modeling,0
Manuals,0
Microcomputers,0
Industrial control,1
Registers,6
Art,0
Moore's Law,0
Tellurium,0
Ant colony optimization,1
Cameras,2
XML,1
High performance computing,3
Software engineering,5
Mechanical power transmission,0
Biological cells,0
Wiring,0
Probability,0
Software,4
Contracts,2
Informatics,0
Fuels,1
Synchronization,1
Robustness,1
SONET,0
Video on demand,1
Large-scale systems,3
System analysis and design,4
Data visualization,0
Voltage,4
Optical design,1
Error analysis,0
Multicore processing,2
Interference,0
Event detection,0
Signal processing algorithms,5
Signal processing,5
Runtime,17
Software performance,27
Refrigerators,0
Routing,0
Electronic design automation and methodology,2
Computer languages,2
Buildings,3
Checkpointing,0
Internet telephony,0
Cache memory,2
Load management,2
Noise,0
Error correction,0
Analytical models,10
Global Positioning System,0
Power system modeling,14
Concurrent computing,12
Debugging,1
Encoding,1
Software architecture,4
Multiplexing,0
Linear programming,2
Microelectronics,10
Topology,5
Time to market,15
Software tools,10
Boundary conditions,0
Programmable control,0
Time division multiple access,9
Standards publication,0
Aircraft,0
Availability,2
Control systems,35
Circuit faults,0
Feedback,3
Problem-solving,0
Video compression,3
Low power electronics,0
Dispatching,0
Distributed control,3
Labeling,0
Extraterrestrial measurements,0
Data processing,0
Redundancy,1
Data analysis,4
Computer applications,2
Telecommunications,1
Modems,4
Performance loss,0
Collaborative software,2
Fuzzy logic,1
Production,1
Computer interfaces,3
Electronic equipment manufacture,0
Gain control,0
Yarn,5
Benchmark testing,2
Simulated annealing,11
Microprocessors,20
Power system reliability,1
Optimization methods,4
Page description languages,0
Design methodology,35
Fault tolerance,9
Video codecs,0
Character generation,0
Markov processes,0
Bandwidth,8
Timing,44
Energy efficiency,5
Manufacturing processes,0
Animation,0
Detectors,0
Mathematical model,0
Visualization,0
Clustering algorithms,6
Risk management,0
Client-server systems,0
Multitasking,0
Combinational circuits,1
Network-on-a-chip,1
Communication system control,19
Application software,84
Software algorithms,27
Monitoring,3
Optimization,1
System testing,8
Optimizing compilers,3
Annealing,0
Measurement,0
Silicon,6
Software testing,7
Detection algorithms,0
Runtime library,0
Approximation algorithms,1
Logic programming,1
Intelligent systems,1
Formal specifications,0
Computer science,36
Power generation economics,1
Object oriented modeling,9
Cryptography,0
Computer bugs,0
Centralized control,0
Real time systems,80
Asynchronous communication,2
Consumer electronics,8
Telephony,1
Boolean functions,2
Systems engineering and theory,6
Integrated circuit interconnections,4
Coherence,0
Tiles,0
Temperature,0
Web and internet services,2
Clocks,6
Graphical user interfaces,0
Meeting planning,0
High-level synthesis,0
Programmable logic devices,1
Automotive applications,3
Terminology,0
Prediction methods,0
Multiagent systems,0
Watches,0
Constraint optimization,14
Helium,0
Network address translation,0
Power dissipation,8
Size measurement,0
Three-dimensional displays,0
Cost function,27
Central Processing Unit,1
Digital signal processing chips,2
Catalogs,0
Cognitive science,0
Mixed integer linear programming,0
Program processors,11
Algorithms,0
Information management,1
Sensor systems and applications,1
Downlink,1
Real-time systems,1
Analog circuits,1
Power system interconnection,1
Threshold voltage,1
Software design,19
Graphics,0
System buses,1
Time factors,15
Voltage control,4
Robot sensing systems,1
Genetic programming,0
Ice,0
Platform virtualization,0
Very large scale integration,16
Joining processes,0
Equations,3
